trip,date,plot,plantID,code,genus,epithet,page,cii,lblade,phylotax,phylotax2,growth,btype,d10,d10h,dbh,dbhh,d1b,s1bh,sh,cmax,cmean,cmin,cd1,cd2,nl,np,lhm,ldm,rhs,rhf,phm,pdm,tl,td,tv,ttype,thm,tdm,il1,il2,il3,il4,il5,tl1,tl2,tl3,tl4,tl5,canopy,sf,obs,count.,check.ID.,dbh0
1,19-07-2016,220X140,71575,TAPGUI,Tapura,guianensis,NA,NA,simple,alternate,distic,cont,horizontal,2830,10,1556,-10,2374,-52,115,126,38,-47,156,88,5,5,802,273,1300,2018,28,9,81,506,177,branch,195,85,1.7295,1.8015,2.2333,1.8878,2.3628,0.93785,1.0818,0.98103,1.1681,1.456,closed,no,,yes,,13
1,19-07-2016,220X140,71571,SIPCUS,Siparuna,cuspidata,NA,NA,simple,opposite,distic,cont,arched,1707,10,1215,-10,1301,-15,160,164,103,0,145,122,5,5,239,76,1300,1925,8,3,104,529,204,branch,239,111,3.4856,3.6439,3.0681,2.9818,2.8234,2.3628,1.7007,2.1613,2.4204,2.7803,lateral gaps,no,Pseudo-distica: torcao dos entrenos e peciolos,yes,,11
1,19-07-2016,220X140,71742,RINMAC,Rinorea,macrocarpa,NA,NA,simple,alternate,distic,cont,horizontal,2139,10,1714,-10,1346,89,204,234,155,86,192,131,5,5,632,208,1300,1935,26,8,98,387,122,branch,141,68,1.6575,1.4992,2.0318,1.4416,1.8734,1.4272,1.2977,1.6575,1.5712,1.2257,closed,no,,yes,,17
1,19-07-2016,220X140,71524,AMPLON,Amphirrhox,longifolia,NA,NA,simple,alternate,spiral,rhitmic,vertical,2146,10,1306,-10,1439,-9,133,147,66,10,157,112,5,5,864,347,1300,1912,38,12,124,466,220,branch,249,115,1.4848,2.1325,1.9166,1.9598,1.4704,0.99542,1.3265,1.4992,1.5136,0.72194,closed,no,"Ramos inclinados cerca de 60 graus; planta com liana enrolada, mas com poucas folhas",yes,,15
1,19-07-2016,220X140,71685,BRORUB,Brosimum,rubescens,NA,NA,simple,alternate,distic,cont,horizontal,1691,10,1279,-10,1579,-35,159,169,111,-33,173,138,5,5,395,185,1300,1959,15,5,108,407,161,branch,175,91,1.6431,1.4272,1.7295,1.7439,1.7583,0.95224,0.96664,1.1106,1.8015,1.2545,closed,no,"Planta estava sem placa, mas no lugar certo e se parece com Brosimum; um peciolo se perdeu (no saco de achados e perdidos saida 1); no logger salvei essa medida como se a planta fosse 71734 em vez de 71685",yes,,13
1,19-07-2016,220X140,71531,PROOPA,Protium,opacum,NA,NA,odd-pinnate,alternate,spiral,cont,horizontal,2418,10,1554,-10,1839,-55,103,118,80,-53,120,86,1,1,531,263,1300,1940,123,52,114,388,131,branch,136,53,1.9454,1.9598,2.4924,2.1325,1.6288,1.2977,1.4416,1.0098,1.3121,1.1394,closed,no,Quebrou e rebrotou a 2.04 m; pulvinolos e base dos peciolos engrossada; 1 folha amostrada com 5 foliolos,yes,,16
1,19-07-2016,220X140,71663,DUGFLA,Duguetia,flagellaris,NA,NA,simple,alternate,distic,cont,horizontal,1746,90,1464,-10,1487,8,144,161,63,11,118,112,5,5,306,140,1300,2004,12,5,84,421,138,branch,150,62,2.5787,2.809,2.5787,2.3916,2.8234,1.053,1.5136,1.2833,1.2113,0.92345,closed,no,,yes,,11
1,19-07-2016,160X200,41137,LICOCT,Licania,octandra,NA,NA,simple,alternate,both,cont,horizontal,2003,20,1534,-10,1516,-48,219,244,119,-60,150,106,5,5,436,214,1300,1850,9,3,110,557,300,branch,367,200,4.8153,5.4054,5.7941,5.1319,5.3047,2.9729,2.4979,2.5267,2.6706,2.757,closed,no,Varias folhas no caule pincipal,yes,,13
1,19-07-2016,160X200,41110,POURET,Pouteria,reticulata,NA,NA,simple,alternate,distic,cont,vertical,2211,10,1735,-10,1687,44,195,228,173,72,168,125,5,5,625,316,1300,1830,27,11,103,394,116,branch,140,74,3.8653,3.5198,3.2032,3.0592,4.1676,2.3683,2.3827,2.5267,2.7282,2.1524,lateral gaps,no,Com pequena liana enrolada,yes,,15
1,19-07-2016,160X200,41122,OURDIS,Ouratea,discophora,NA,NA,simple,alternate,distic,cont,horizontal,2448,10,1642,-10,803,183,217,227,201,177,139,84,5,5,873,453,1300,1950,32,14,106,456,163,branch,201,124,5.4054,5.1319,5.2615,4.6713,6.0388,3.563,4.4698,3.2751,3.563,4.1388,closed,no,"com liana enrolada, mas abaixo da copa; planta com flor",yes,,16
1,19-07-2016,160X200,41190,LICHET,Licania,heteromorpha,NA,NA,simple,alternate,distic,cont,arched,1968,10,1731,-10,1504,101,168,218,136,67,278,190,5,5,368,171,1300,1930,23,9,112,467,167,branch,196,95,11.105,10.702,10.616,10.76,9.7092,4.8009,3.9229,3.3471,3.8509,6.1683,closed,no,Crescimento claramente simpodial com ramos arqueados; peciolo parece pulvinolento; pode ter ficado menos tempo na agua,yes,,13
1,19-07-2016,160X200,41154,RYASPE,Ryania,speciosa,NA,NA,simple,alternate,distic,cont,horizontal,2569,10,1761,-10,1120,113,147,177,145,101,156,167,5,5,264,116,1300,NA,9,3,115,419,173,branch,207,105,6.7441,6.7441,6.3266,6.4562,6.3698,3.9948,3.0736,3.16,3.1456,3.0448,lateral gaps,no,"ID errada (estava como Mabea speciosa, mas e claramente Ryania); folhas secas podem ter queimado um pouco; copa circular (tree-fern-like)",yes,,13
1,19-07-2016,160X200,41260,RYASPE,Ryania,speciosa,NA,NA,simple,alternate,distic,cont,horizontal,1686,10,1496,-10,857,114,150,163,145,128,85,87,5,5,318,136,1300,2024,9,3,116,358,115,branch,123,61,4.6857,4.0812,4.9304,4.1963,4.3259,2.9873,2.9873,2.8865,2.6562,2.5842,closed,no,copa circular (tree-fern-like),yes,,11
1,19-07-2016,160X200,41127,TAPGUI,Tapura,guianensis,NA,NA,simple,alternate,distic,cont,horizontal,2663,70,1932,-10,2698,-36,167,192,80,-54,180,163,5,5,1338,479,1300,2009,58,17,109,542,284,branch,326,144,5.6213,5.1607,5.3478,5.4918,4.585,3.1744,2.6706,2.5698,2.5267,3.2895,closed,no,Araceae com grandes folhas enrolada (pode ter atrapalhado medicao de luz),yes,,13
1,19-07-2016,160X200,41167,AMPLON,Amphirrhox,longifolia,NA,NA,simple,alternate,spiral,rhitmic,arched,2394,30,1614,-10,1516,59,144,175,110,51,191,162,5,5,942,340,1300,2015,49,16,126,453,218,branch,246,113,6.1683,5.3478,5.2039,3.5198,6.01,2.3539,1.6342,2.7857,3.2464,2.6994,closed,no,ramo produz 4-7 folhas por vez; pseudo-distica?,yes,,12
1,19-07-2016,160X200,41143,DUGAST,Duguetia,asterotricha,NA,NA,simple,alternate,distic,cont,horizontal,2448,10,1926,-10,1185,55,191,213,135,74,149,87,5,5,1531,679,1300,NA,59,23,96,553,254,branch,268,94,7.1471,7.2766,7.435,9.0039,8.0107,3.6638,3.5198,3.6926,3.4479,4.2539,closed,no,"liana enroscada, mas com poucas folhas",yes,,15
1,19-07-2016,160X200,41287,DUGFLA,Duguetia,flagellaris,NA,NA,simple,alternate,distic,cont,horizontal,2120,10,1491,-10,1720,-8,142,163,59,-18,139,174,5,5,658,322,1300,1900,17,9,98,557,283,branch,325,141,4.8585,5.1607,5.2471,5.7365,5.9812,2.9297,2.138,2.7426,2.0517,2.2532,closed,no,a menos de 10 cm de vizinha com o dobro da altura,yes,,10
1,19-07-2016,160X200,41289,MINGUI,Minquartia,guianensis,NA,NA,simple,alternate,distic,cont,horizontal,2375,10,1940,-10,1890,5,178,196,121,0,250,120,5,5,1275,622,1300,1857,88,32,133,516,285,branch,350,178,4.9016,4.8009,4.513,5.0456,5.535,2.0661,3.2176,3.9085,3.966,3.4767,closed,no,,yes,,11
1,16-07-2016,260X400,94103,DUGFLA,Duguetia,flagellaris,NA,NA,simple,alternate,distic,cont,horizontal,2885,10,1749,-10,1695,13,95,113,66,10,140,104,8,8,1745,8,NA,NA,NA,NA,102,501,205,branch,228,84,9.3021,9.5538,9.5538,9.7189,8.2349,6.7498,5.3036,7.1543,6.1458,6.2886,???,no,liana sem folhas enrolada; folhas pesadas e escaneadas com peciolos; 1:40 de re-hidratacao; luz medida com ceu nublado; horario do logger estava 3 h atrasado,no,,16
1,17-07-2016,360X120,140387,DUGAST,Duguetia,asterotricha,NA,NA,simple,alternate,spiral,cont,NA,2525,10,1840,-10,1545,109,228,233,191,102,165,136,5,5,923,396,1200,1845,27,9,106,693,482,branch,457,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,???,???,"planta com flor; planilha foi trocada com PAUMAC-140389, mas confusao foi desfeita; horario do logger estava 3 h atrasado; aparentemente me esqueci de tomar as medidas de luz desta uma",yes,,19
1,17-07-2016,360X120,140264,DUGFLA,Duguetia,flagellaris,NA,NA,simple,alternate,distic,cont,horizontal,1722,50,1762,-10,1114,-47,164,189,130,97,140,91,5,5,596,259,1200,1650,22,10,97,424,130,branch,150,63,2.1243,2.2682,2.1243,2.2394,2.0811,1.4909,1.0735,1.0447,0.72806,1.347,closed,no,"horario do logger estava 3 h atrasado; embora tenha esquecido de anotar, pelo horario nao deveria ter Sfs",yes,,10
1,17-07-2016,360X120,140389,PAUMAC,Pausandra,macropetala,NA,NA,simple,alternate,spiral,cont,without,2001,10,1712,-10,1042,69,239,264,235,209,95,91,2,2,1463,680,1200,1840,102,40,NA,NA,NA,branch,NA,NA,19.052,2.7432,4.1538,6.2553,4.9167,1.9659,5.55,1.347,1.894,1.8796,???,yes,"planta sem ramos; planilha trocada com DUGAST-140387, mas confusao foi desfeita; copa circular; folhas bem planas e horizontais; horario do logger estava 3 h atrasado; medida de luz feita tarde e com muito ruido (descartar)",no,,15
1,17-07-2016,360X120,140286,NAUCAL,Naucleopsis,caloneura,NA,NA,simple,alternate,distic,cont,horizontal,2663,10,2144,-10,1150,58,223,231,187,50,187,219,5,5,1265,534,1200,1633,65,20,115,558,286,branch,303,129,2.9735,2.7,3.1462,2.5129,3.9523,2.297,1.2031,0.74246,1.1455,1.1887,mol,mol,; horario do logger estava 3 h atrasado,yes,,16
1,17-07-2016,360X120,140330,THESYL,Theobroma,sylvestre,NA,NA,simple,alternate,distic,cont,horizontal,2187,10,1590,-10,847,170,190,202,196,175,92,90,5,5,646,309,1200,1700,56,15,103,332,96,branch,94,38,2.3402,2.4265,2.6281,2.2538,2.8584,1.4765,1.6925,1.275,1.1023,1.6637,closed,no,copa entre duas folhas de palmeira (uma abaixo e outra acima da copa); crescimento simpodial; planta produz 3 ramos a cada tier; horario do logger estava 3 h atrasado,yes,,12
1,17-07-2016,360X120,140451,AMPLON,Amphirrhox,longifolia,NA,NA,simple,alternate,both,cont,horizontal,2518,10,1327,-10,NA,68,260,283,238,69,168,105,5,5,1020,378,1200,1830,33,11,109,545,270,branch,303,137,7.4644,2.9015,2.8152,2.844,2.844,1.8508,1.1887,1.1887,1.2894,1.4046,lateral gaps,mol,"planta debaixo de folha de palmeira; dossel meio aberto; luz medida com ceu nublado; horario do logger estava 3 h atrasado; usei segunda medida de luz porque feita mais cedo e porque dados sao mais consistentes, apesar de um obvio SF (7.5); luz:b-file",yes,,10
1,17-07-2016,360X120,140352,ASPCAR,Aspidosperma,carapanauba,NA,NA,simple,alternate,both,cont,horizontal,2044,10,1451,-10,1282,44,194,204,181,38,115,135,5,5,1669,610,1200,1820,50,16,100,458,170,branch,197,86,3.1031,2.9447,3.0599,3.2038,3.1462,1.5917,3.0743,1.3758,0.98715,1.9228,closed,???,muitas folhas saindo do caule principal; horario do logger estava 3 h atrasado,yes,,11
1,17-07-2016,360X120,140329,PAUMAC,Pausandra,macropetala,NA,NA,simple,alternate,spiral,cont,without,1651,10,1161,-10,832,182,193,237,216,182,81,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.894,1.9659,1.8796,2.1531,2.0523,1.0159,0.74246,0.92958,1.0447,0.94397,closed,no,"planta nao coletada; embaixo de folha de palmeira; luz medida com ceu nublado; dossel fechado, mas com muitos sunflecks; horario do logger estava 3 h atrasado; usei segunda medida de luz porque feita mais cedo e porque dados sao mais consistentes; luz:b-file",no,,10
2,28-07-2016,480X140,200717,MICGUY,Micropholis,guyanensis,1,1,simple,alternate,spiral,cont,vertical,2264,10,1805,-10,1656,39,247,262,212,43,97,64,5,5,529,196,1030,2055,24,9,97,547,248,branch,276,148,3.6348,3.6348,3.7211,4.3689,3.9083,2.6992,2.3249,2.0371,2.0515,2.0946,,S ,,yes,,15
2,28-07-2016,480X140,200726,DUGFLA,Duguetia,flagellaris,1,1,simple,alternate,distic,cont,horizontal,2045,10,1177,-10,1300,5,122,142,95,-11,137,88,5,5,602,285,1030,2025,16,8,100,552,262,branch,298,137,1.3318,1.2022,1.2166,1.4613,1.375,1.0439,1.6053,1.2166,1.7492,1.7636,,N ,Luz: b>a,no,,12
2,28-07-2016,480X140,200732,SORMUR,Sorocea,muriculata,1,1,simple,alternate,distic,cont,horizontal,2368,10,1636,-10,1686,16,142,171,111,71,131,128,5,5,277,138,1030,1905,3,1,101,423,168,branch,196,107,1.634,1.231,1.8787,1.9651,2.4257,1.3462,1.4325,1.5333,1.3318,1.5477,,N ,luz: 5 extra meas. Dropped,yes,,16
2,28-07-2016,480X140,200691,SIPCUS,Siparuna,cuspidata,1,1,simple,opposite,distic,cont,horizontal,2172,10,1338,-10,1377,21,175,205,159,18,162,155,5,5,246,82,1030,2157,9,0,104,420,172,branch,201,102,2.076,2.0041,2.148,2.1912,2.2632,1.2124,1.1404,1.4715,1.2844,1.2844,,S ,,yes,,10
2,28-07-2016,480X140,200698,HENCAU,Henriettella,caudata,1,1,simple,opposite,cruzada,cont,horizontal,2580,10,1765,-10,1702,49,224,252,175,64,286,252,5,5,604,209,1030,2101,26,8,99,444,166,branch,206,116,2.148,2.1048,2.1336,2.148,2.148,1.342,1.342,1.3707,1.3707,1.3995,,S ,todas as folhas muito herbivoradas,yes,,15
2,28-07-2016,480X140,200745,AMPLON,Amphirrhox,longifolia,1,1,simple,alternate,spiral,cont,vertical,1784,10,1066,-10,1226,12,109,154,78,20,93,73,5,5,680,272,1030,2030,26,8,109,492,205,branch,238,118,3.3469,3.0734,3.3037,3.4477,3.2893,1.9507,2.1666,1.8787,2.2674,2.2242,,N ,luz:b-file,yes,,10
2,28-07-2016,480X140,200747,SYMGLO,Symphonia,globulifera,1,1,simple,opposite,distic,cont,horizontal,2813,30,2174,-10,1860,104,278,304,196,117,228,200,5,5,163,63,1030,2035,0,0,110,415,165,branch,198,106,2.1624,2.0904,2.3495,2.3639,2.2344,1.2844,1.198,1.2556,1.342,1.3132,,N ,"tiers; lanca 3 ramos horizontais de uma vez; destes, saem 2 por vez; luz:b-file",yes,,14
2,28-07-2016,480X140,200562,RINGUI,Rinorea,guianensis,5,1,simple,alternate,both,cont,horizontal,1491,40,1076,-10,1187,-9,108,121,97,8,128,76,5,5,634,156,1030,2140,16,3,98,452,182,branch,217,109,1.4283,1.4139,1.6442,1.2844,1.4571,0.89575,1.3851,1.0109,1.1692,1.2412,,S ,,yes,,10
2,28-07-2016,480X140,200574,PROHEB,Protium,hebetatum,5,1,odd-pinnate,alternate,spiral,cont,vertical,2107,10,1583,-10,980,117,160,189,156,120,112,101,0.5,1,669,375,1030,2200,370,NA,89,322,73,petiole,79,37,1.4427,1.4139,1.3707,1.3276,1.5147,1.1404,1.0829,1.1548,1.0109,1.0685,,N ,"peciolo cortado antes da base, que e engrossada; recebe SF as 11:49; apenas metade dos foliolos + foliolo terminal escaneados e pesados",no,,10
2,28-07-2016,480X140,200556,UNODUC,Unonopsis,duckei,5,1,simple,alternate,distic,cont,horizontal,2139,10,1406,32,1810,0,197,219,74,0,145,170,5,5,322,169,1030,2145,16,7,114,446,185,branch,209,108,1.745,1.7882,1.9177,2.076,1.745,1.198,1.1117,1.0685,0.9965,0.82378,,N ,recebe SF as 12:00,yes,,17
2,28-07-2016,480X140,200616,LICHET,Licania,heteromorpha,5,1,simple,alternate,distic,cont,horizontal,2005,10,1354,-10,946,127,148,188,160,138,173,131,5,5,656,298,1030,2120,35,12,115,357,131,branch,155,80,1.7594,1.673,1.8601,2.1336,1.9033,1.2844,1.2556,1.3132,1.198,1.3132,,N ,,yes,yes,13
2,28-07-2016,480X140,200617,PAUMAC,Pausandra,macropetala,5,1,simple,alternate,spiral,cont,without,1376,10,1113,-10,856,102,123,132,123,97,90,80,2,2,1372,660,1030,2115,93,39,40,318,57,petiole,50,21,1.6154,1.6442,1.6586,1.7306,1.6298,0.72302,1.0397,0.65105,0.91014,0.88135,,N ,,yes,,10
2,28-07-2016,480X140,200591,ESCPED,Eschweilera,pedicellata,5,1,simple,alternate,both,cont,horizontal,2552,10,2033,-10,1796,69,226,257,185,71,256,151,5,5,331,141,1030,2126,12,4,96,381,116,branch,135,67,2.3639,2.3927,2.3063,2.4359,2.3639,1.4571,1.5723,1.8457,1.6874,1.9321,,N ,,yes,,18
2,28-07-2016,480X140,200600,CHRLUC,Chrysophyllum,lucentifolium,5,1,simple,alternate,spiral,rhitmic,both,2432,10,1754,-10,1474,126,134,193,164,145,208,78,5,5,1080,486,1030,2130,127,40,90,555,244,branch,258,122,1.7738,1.6298,1.6874,1.6298,1.5579,1.0973,1.0973,1.2412,1.1404,1.1404,,N ,liana com poucas folhas; folhas d ramo concentradas no apice,yes,,18
2,28-07-2016,480X140,200748,OCOcfRHY,Ocotea,cf. rhynchophylla,2,1,simple,alternate,both,cont,horizontal,1402,10,1084,-10,1069,48,120,131,118,56,145,122,5,5,617,286,1030,2042,38,13,92,289,63,branch,66,32,1.9609,1.9897,1.8601,1.8601,1.8601,1.4139,1.7306,1.4139,1.2844,1.601,,N ,luz:b-file,yes,,10
2,28-07-2016,480X140,200744,POUcfJAR,Pouteria,cf. jariensis,2,2,simple,alternate,spiral,NA,up-arched,2930,10,1843,-10,1573,63,166,200,163,91,155,109,5,5,468,197,1030,1927,23,7,114,759,534,branch,596,360,2.3207,2.2632,2.3927,2.4215,2.4359,1.9033,1.4715,1.3851,1.5579,1.6442,,N ,ramos arqueados para cima,yes,,16
2,28-07-2016,480X120,200435,TAPGUI,Tapura,guianensis,2,1,simple,alternate,distic,cont,horizontal,3209,20,2450,-10,2538,-17,229,267,158,-38,183,173,5,5,1004,354,1030,1915,33,10,103,606,380,branch,400,170,1.9753,2.0041,1.8026,1.8889,1.4139,0.9965,1.3132,1.5291,1.27,1.0541,,N ,,yes,,14
2,28-07-2016,480X120,200430,TABcfUND,Tabernaemontana,cf. undulata,2,1,simple,opposite,distic,cont,horizontal,2782,20,1953,-10,2109,-15,133,157,113,27,196,153,5,5,371,135,1030,1800,14,4,87,555,224,branch,230,106,1.7162,1.8457,1.9897,1.8601,2.0185,1.4427,1.0109,1.1836,1.0253,1.1692,,N ,ramos inclinados cerca de 30 graus,yes,,22
2,28-07-2016,480X120,200439,NAUCAL,Naucleopsis,caloneura,2,1,simple,alternate,distic,cont,horizontal,2367,10,1549,-10,1468,15,110,117,79,7,190,203,5,5,986,440,1030,1954,51,16,103,508,245,branch,267,113,1.7018,1.27,1.6154,2.3783,2.0904,1.0829,1.2268,1.1548,1.0685,1.0685,,N ,,yes,,12
2,28-07-2016,480X120,200449,MINGUI,Minquartia,guianensis,2,1,simple,alternate,distic,cont,horizontal,1752,10,1097,-10,627,34,81,91,75,33,107,75,5,5,760,367,1030,2000,51,17,105,360,98,branch,118,63,1.4139,1.4139,1.1548,1.342,1.1692,1.0829,1.0685,0.96771,0.92453,0.7662,,N ,medida acima de quebra e rebroto; deu uma afinada meio brusca,yes,,10
2,28-07-2016,480X120,200450,ESCROM,Eschweilera,romeu-cardosoi,2,1,simple,alternate,distic,cont,horizontal,1753,10,1275,-10,1289,20,152,165,134,15,139,135,5,5,503,252,1030,1827,17,8,103,520,212,branch,250,148,1.5291,1.6586,1.6586,1.6874,1.7882,0.91014,1.0253,0.69423,1.0109,0.85256,,N ,apice do caule plano,yes,,12
2,28-07-2016,480X120,200500,DURMAC,Duroia,macrophylla,3,1,simple,alternate,spiral,cont,without,2600,10,2084,-10,1294,243,283,275,270,261,118,104,3,3,5260,2163,1030,1805,914,219,81,656,339,petiole,359,85,1.6154,1.6298,1.5723,1.6586,1.5867,0.63666,0.67984,1.0541,0.60787,0.75181,,N ,,yes,,18
2,28-07-2016,480X120,200505,ESCCOR,Eschweilera,coriacea,3,1,simple,alternate,distic,cont,horizontal,2098,10,1877,-10,1440,102,233,228,166,107,138,86,5,5,887,413,1030,1835,42,16,100,682,348,branch,391,192,1.4283,1.7162,1.7018,1.4427,1.3563,0.95332,0.80938,1.126,1.2124,1.0973,,N ,ramos inclinados cerca de 30 graus,yes,,14
2,28-07-2016,480X120,200487,MYR-NI,Myristicacea,NI,3,1,simple,alternate,distic,rhitmic,horizontal,3181,10,2182,-10,1558,136,165,178,173,134,186,187,2,2,1072,424,1030,1847,58,12,105,792,503,branch,503,209,1.5579,1.6154,1.3995,1.4859,1.6154,0.40636,0.85256,0.60787,0.80938,0.83817,,N ,lanca 4 ramos por vez; monolayer!; folhagem bem plana,yes,,22
2,28-07-2016,480X120,200490,PROPIL,Protium,pilosissimum,3,1.5,odd-pinnate,alternate,distic,cont,horizontal,2743,75,2266,-10,2083,48,226,271,166,44,250,193,2,2,288,161,1030,1947,32,13,111,520,222,branch,267,150,2.1768,2.1768,2.3783,2.1768,2.0329,0.7806,0.67984,0.96771,0.82378,0.73741,,N ,2 lianas enroladas com folhas grandes no meio da copa (removida); pseudodistica; abertura lateral no dossel,yes,,10
2,28-07-2016,480X120,200474,SCLMIC,Scleronema,micranthum,3,1,simple,alternate,spiral,cont,without,2081,10,1120,-10,682,75,120,120,106,56,76,52,3,3,1228,546,1030,1858,228,45,81,210,71,petiole,77,21,0.7806,0.57908,0.57908,0.69423,0.95332,0.50711,0.37757,0.40636,0.55029,0.44954,,N ,ramo produz mucilagem; peso de apenas 3 peciolos secos,yes,,11
2,28-07-2016,480X120,200337,RINMAC,Rinorea,macrocarpa,3,1,simple,alternate,distic,cont,horizontal,1848,10,1384,-10,1420,30,209,211,171,44,93,88,5,5,390,124,1030,1850,13,4,105,530,255,branch,281,141,1.2124,1.5291,1.2844,1.2268,1.198,1.0829,0.95332,0.7662,0.7806,0.7806,,N ,pseudodistica,yes,,10
2,28-07-2016,480X120,200377,ANAPAR,Anacardium,parvifolium,3,1,simple,alternate,spiral,cont,without,2102,10,1060,-10,725,72,86,93,95,64,101,86,3,3,1094,364,1030,2138,93,23,60,220,32,petiole,38,9,1.5435,1.8889,1.8026,1.7594,1.601,1.0973,0.98211,0.73741,0.98211,0.80938,,N ,Quebra e rebroto a 1 m,yes,,11
2,28-07-2016,480X140,200753,ESCWAC,Eschweilera,wachenheimii,4,1,simple,alternate,distic,cont,both,2603,10,1725,65,2031,4,265,302,195,18,124,77,5,5,270,133,1030,1935,8,3,116,447,205,branch,238,126,1.8026,2.0329,1.673,1.8745,2.0616,1.1117,0.93893,1.1117,1.0253,1.0397,,N ,Ramos inclinados cerca de 60 graus; luz:b-file,yes,,15
2,28-07-2016,480X140,200812,LICcfROD,Licania,cf. rodriguesii,4,1,simple,alternate,distic,cont,horizontal,1796,10,1380,-10,1322,86,231,255,180,68,186,158,5,5,1002,511,1030,1920,55,21,110,520,209,branch,251,142,1.601,1.9177,2.3639,2.22,1.9033,0.9965,1.601,1.4715,1.5723,0.9965,,N ,,yes,,10
2,28-07-2016,480X140,200813,ANIMAN,Anisophyllea,manausensis,4,1,simple,alternate,distic,rhitmic,horizontal,1796,10,1164,-10,1064,36,96,102,90,30,113,109,5,5,479,218,1030,1941,5,2,86,375,113,branch,132,75,1.7594,1.7594,1.5579,1.7306,1.7882,0.86696,1.0829,1.3132,1.2268,0.85256,,N ,,yes,,10
2,28-07-2016,480X140,200625,SIPDEC,Siparuna,decipiens,4,2.5,simple,opposite,cruzada,cont,vertical,1982,10,1255,-10,1150,42,107,125,95,61,127,89,5,5,623,177,1030,2152,46,10,102,322,100,branch,108,30,3.1412,2.7094,2.2919,2.695,2.3927,1.9033,2.1624,1.7738,1.8457,2.5079,,N ,ramos inclinados cerca de 45 graus,yes,,11
2,28-07-2016,480X140,200641,THESYL,Theobroma,sylvestre,4,2,simple,alternate,distic,rhitmic,horizontal,2811,10,2398,-10,1544,169,241,279,245,166,179,160,5,5,1191,556,1030,2107,92,24,98,614,304,branch,300,143,5.6457,6.1495,6.7396,6.5813,5.876,1.9465,2.148,2.5798,2.4359,4.7821,,N ,ramo produz mucilagem,yes,,17
2,28-07-2016,480X140,200663,ZYGJUR,Zygia,juruana,4,1,geminate-pinnate,alternate,spiral,cont,vertical,1673,10,1312,-10,1106,37,217,243,157,54,100,56,1,1,1210,520,1030,2047,152,64,89,446,149,branch,182,98,2.2098,2.0371,1.9939,2.1234,2.3825,7.3196,1.5765,1.4181,1.2022,1.4757,,S ,apice do caule curvo; ramos inclinados a cerca de 60 graus,yes,,12
2,30-07-2016,500X280,212667,POUcfPET,Pouteria,cf. petiolata,1,1.5,simple,alternate,spiral,cont,vertical,2366,20,2017,-10,1352,178,247,268,224,226,131,131,5,5,2030,1051,1000,2123,194,73,97,632,280,branch,348,205,0.41526,0.54481,0.63117,0.63117,0.47284,0.41526,0.3289,0.37208,0.44405,0.45844,,N ,uma das folhas depois de seca pareceu mais nova que as demais (seu peso seco e 1.38); ramos inclinados a 60 graus,yes,,18
2,30-07-2016,500X280,212670,LICcfCHR,Licaria,cf. chrysophylla,1,1,simple,opposite,distic,cont,horizontal,2438,10,2101,-10,1629,175,261,270,231,176,265,156,5,5,800,436,1000,2051,47,22,92,397,134,branch,158,82,0.44405,0.60238,0.50162,0.48723,0.60238,0.47284,0.45844,0.38647,0.35769,0.35769,,N ,luz: first 2 meas. Dropped,yes,,20
2,30-07-2016,500X280,212660,SORMUR,Sorocea,muriculata,1,1.5,simple,alternate,distic,cont,arched,2064,10,1618,-10,1385,61,172,196,140,58,134,114,5,5,185,81,1000,2110,3,NA,94,432,152,branch,181,95,1.0486,1.135,1.135,1.1493,1.135,0.40087,0.35769,0.40087,0.34329,0.35769,,N ,latex abundante; ramos arqueados; inclinados a 45 graus; luz: 1 extra meas. Dropped,yes,,12
2,30-07-2016,500X280,212646,HIRMYR,Hirtella,myrmecophila,1,1,simple,alternate,distic,cont,horizontal,2119,10,1588,-10,882,139,174,208,167,149,113,49,5,5,438,200,1000,2100,19,4,91,271,61,branch,76,31,1.1206,0.97662,0.97662,1.0198,1.0918,0.63117,0.57359,0.71753,0.7895,0.90465,,N ,arvore com apenas tres ramos; topo quebrado; ramo coberto de tricomas e verde,yes,,17
2,30-07-2016,500X280,212647,POURET,Pouteria,reticulata,1,1,simple,alternate,distic,cont,vertical,2577,10,1993,-10,1652,111,235,251,207,128,165,171,5,5,231,116,1000,2002,7,2,95,374,101,branch,119,59,1.0054,1.0342,1.0918,1.063,1.1781,0.64556,0.71753,0.7895,0.57359,0.83268,,N ,pseudodistica; ramos inclinados a 30 graus; luz: 2 extra meas. Dropped,yes,,18
2,30-07-2016,500X280,212656,PROPIL,Protium,pilosissimum,1,1,odd-pinnate,alternate,spiral,cont,without,1378,10,1120,-10,844,142,194,207,180,166,99,62,1,1,204,109,1000,2055,49,22,99,515,223,branch,258,148,0.5592,0.57359,0.47284,0.57359,0.47284,0.50162,0.41526,0.45844,0.58799,0.54481,,N ,"apenas dois ramos, mas sem sinal de quebra",yes,,11
