trip,date,plot,plantID,code,genus,epithet,page,cii,lblade,phylotax,phylotax2,growth,btype,d10,d10h,dbh,dbhh,d1b,s1bh,sh,cmax,cmean,cmin,cd1,cd2,nl,np,lhm,ldm,rhs,rhf,phm,pdm,tl,td,tv,ttype,thm,tdm,il1,il2,il3,il4,il5,tl1,tl2,tl3,tl4,tl5,canopy,sf,obs,count.,check.ID.,dbh0
4,5/9/16,380x400,154057,ANAPAR,Anacardium,parvifolium,6,1.5,simple,alternate,spiral,cont,vertical,4370,10,3241,-10,2602,92,342,348,269,169,183,125,5,5,488,216,1035,2059,26,7,109,835,602,branch,657,369,19.299,22.969,17.615,27.086,25.114,11.483,8.849,8.2444,8.8058,8.6474,,N ,luz:b-file,,,25
4,5/9/16,400X400,164108,GUSELL,Gustavia,elliptica,6,1,simple,alternate,spiral,cont,horizontal,2940,10,2223,-10,2066,70,304,355,271,156,184,151,4,4,1345,619,1035,1812,55,22,99,450,169,branch,202,94,14.188,14.663,14.375,14.058,14.72,10.733,10.834,11.107,10.632,10.013,,N ,planta feia com poucas folhas,,,22
4,5/9/16,400X400,163846,GUSELL,Gustavia,elliptica,6,1,simple,alternate,spiral,cont,horizontal,1572,10,1019,-10,727,60,122,134,92,46,71,62,5,5,1346,583,1035,1809,49,20,100,384,140,branch,164,74,13.525,13.065,14.475,16.332,15.569,9.8263,7.7536,8.8907,9.7256,9.1786,,N ,altura da 1 bif eh na verdade 0.00; fuste quebrou e rebrotou a 0.90 m (14.81->11.64),,,10
4,5/9/16,400X360,163385,LECPRA,Lecythis,prancei,6,2,simple,alternate,distic,cont,vertical,2888,10,2299,-10,2000,60,270,281,228,207,187,130,4,4,3558,1732,1035,1717,254,97,NA,NA,NA,branch,NA,NA,28.308,30.064,30.078,28.639,26.005,16.951,8.8044,10.719,12.101,8.8763,,N ,altura da 1 bif eh na verdade 1.74; amostra de caule perdida; provavelmente L. barnebyi; apice do caule termina curvo; luz:b-file,,yes,20
4,5/9/16,400X360,163548,POURET,Pouteria,reticulata,6,1,simple,alternate,spiral,cont,horizontal,1554,10,1335,-10,1235,59,79,116,64,22,186,114,5,5,547,281,1035,1924,33,13,99,490,173,branch,208,120,5.8968,6.5877,6.6885,6.8324,4.9181,4.2272,4.3999,4.3135,4.2128,3.565,,N ,apice do caule termina curvo,,,13
4,5/9/16,400X360,163505,UNODUC,Unonopsis,duckei,6,1,simple,alternate,distic,cont,horizontal,2163,10,1333,-10,1129,73,99,104,91,70,118,101,5,5,653,360,1035,1755,33,15,92,375,135,branch,152,74,13.97,13.61,14.618,14.69,10.112,12.905,13.524,12.372,11.71,10.271,,N ,luz: last 10 meas. Dropped,,,15
4,5/9/16,400X360,163504,MANHUB,Manilkara,???,6,1,simple,alternate,spiral,cont,up-arched,4105,10,3339,-10,3213,73,443,465,341,109,211,181,3,3,1122,522,1035,2102,120,43,120,890,805,branch,878,477,8.7756,8.0847,8.1566,8.646,8.9195,6.0408,6.962,6.5302,7.7392,7.3362,,N ,,,,35
4,5/9/16,400x340,163141,LECPRA,Lecythis,prancei,7,1,simple,alternate,distic,cont,horizontal,2355,20,1946,-10,999,260,293,320,293,282,156,135,5,5,1214,513,1035,1941,48,18,100,510,220,branch,252,133,19.759,20.248,18.075,18.147,16.391,10.36,9.4385,10.892,12.173,13.483,,N ,,,,18
4,5/9/16,400X320,162848,ANAPAR,Anacardium,parvifolium,7,1,simple,alternate,spiral,cont,horizontal,4642,10,4175,-10,2951,92,291,308,245,106,168,181,5,5,608,282,1035,1953,35,10,94,590,276,branch,295,148,1.274,1.5043,1.1589,2.8861,1.8354,1.5331,1.5187,1.3604,1.3316,1.4324,,N ,"Quebrou e rebrotou varias vezes: uma quebra a 67+1.40 (29.77->2050) e outra a 0.96+1.40 (42.24->30.86); luz: there was B, but not A-file",,,42
4,5/9/16,380X280,152537,TABMUR,Tabernaemontana,muricata,7,1,simple,opposite,cruzada,cont,vertical,2177,20,2010,-10,1395,181,271,279,246,191,147,76,4,4,2353,844,1035,1727,130,32,81,539,229,branch,239,94,16.127,16.141,15.263,15.738,14.759,18.761,15.191,10.081,9.0882,9.1314,,N ,apice termina curvo; luz: first meas. Dropped,,,20
4,5/9/16,380X280,152521,CASJAV,Casearia,javitensis,7,1,simple,alternate,distic,cont,horizontal,1881,10,1636,-10,725,90,105,129,109,87,83,89,5,5,468,182,1035,1735,9,3,76,270,45,branch,55,17,15.896,16.314,17.48,18.228,18.099,9.2897,8.4693,7.0299,8.3829,9.2178,,N ,ramo verde; caule canaliculado; quebrou e rebrotou a 1.50 m (17.62->11.73); luz: first 5 meas. Dropped,,,17
4,5/9/16,380X280,152388,PRODEC,Protium,decandrum,7,1.5,odd-pinnate,alternate,spiral,cont,without,1773,10,1372,-10,1113,62,68,110,70,54,133,103,0.5,1,966,485,1035,1746,592,241,87,445,187,petiole,183,63,18.718,20.862,20.445,17.48,19.005,6.1375,9.3329,7.0875,10.657,11.276,,N ,,,,12
4,5/9/16,380X280,152389,RINRAC,Rinorea,racemosa,7,1,simple,alternate,distic,cont,horizontal,1770,10,1672,-10,1396,49,171,196,130,60,150,105,5,5,637,189,1035,1800,19,4,117,406,195,branch,228,102,23.18,24.964,26.692,28.289,26.634,10.153,10.34,11.449,13.939,13.075,,N ,ramos inclinados a menos de 30 graus,,,14
4,5/9/16,380X280,152370,RINRAC,Rinorea,racemosa,7,1.5,simple,alternate,distic,cont,horizontal,3400,10,2213,-10,2061,60,375,395,338,297,183,147,5,5,512,147,1035,1845,18,4,109,507,261,branch,301,139,26.245,28.505,29.829,30.031,30.463,19.509,18.977,15.22,11.103,16.285,,N ,altura real da 1 bif eh 2.79,,,20
4,5/9/16,420X140,170729,ANAPAR,Anacardium,parvifolium,8,1,simple,alternate,spiral,cont,horizontal,2589,10,1807,-10,1555,60,216,224,178,-24,152,108,5,5,762,367,1035,2102,63,20,102,597,302,branch,352,189,17.636,17.319,17.809,18.485,17.881,14.743,14.714,15.146,17.65,16.182,,N ,altura real da 1 bif eh 0.00,,,15
4,5/9/16,400X140,160668,ERIBIC,Erisma,bicolor,8,1.5,simple,opposite,distic,cont,horizontal,2537,10,2032,-10,1856,60,251,281,261,257,168,64,3,3,1726,897,1035,1838,156,48,103,760,468,branch,531,228,8.1664,8.3248,8.9005,6.4824,6.8134,6.2089,5.921,4.7983,7.6339,8.6126,,N ,apice termina curvo; altura real da 1 bif eh 2.51,,,20
4,5/9/16,400X160,160925,ESCROM,Eschweilera,romeu-cardosoi,8,1.5,simple,alternate,distic,cont,horizontal,2612,10,1493,-10,1231,50,216,223,104,53,101,155,5,5,539,285,1035,2110,17,7,99,487,199,branch,244,140,16.859,16.931,17.233,17.391,16.787,10.367,10.18,9.5036,9.0142,10.914,,N ,apice termina curvo,,,15
4,5/9/16,400X160,160926,HEVGUI,Hevea,guianensis,8,1,trifoliate,alternate,spiral,rhitmic,without,2381,20,1579,-10,1392,60,273,289,272,247,147,121,1,1,1118,379,1035,2139,381,135,102,454,230,petiole,157,46,16.11,15.995,15.995,16.197,16.7,12.282,11.058,12.483,11.85,10.598,,N ,altura real da 1 bif eh 2.62,,,12
4,5/9/16,400X180,161175,ANAPAR,Anacardium,parvifolium,8,2,simple,alternate,spiral,cont,without,1990,10,1291,-10,1200,60,204,209,200,177,77,59,3,3,663,285,1035,1914,76,21,NA,NA,NA,NA,NA,NA,32.62,33.181,35.93,38.191,34.923,18.744,23.005,29.439,23.768,14.455,,N ,folhas rehidratadas sem corte (coletas sem caule); altura real da 1 bif eh 1.98,,,10
4,5/9/16,400X180,161191,ERIBIC,Erisma,bicolor,8,1,simple,opposite,distic,cont,horizontal,3228,10,2631,-10,2429,60,357,388,369,330,198,102,2,2,1672,786,1035,1852,154,53,100,524,316,branch,353,123,15.808,16.125,16.456,16.441,15.678,11.058,9.7627,9.5612,10.885,10.669,,N ,apice termina curvo; altura real da 1 bif eh 3.02,,,23
4,5/9/16,400X180,161103,POURES,Pouteria,resinosa,8,1.5,simple,alternate,spiral,cont,vertical,2051,20,1723,-10,1682,33,219,255,218,46,158,109,5,5,371,187,1035,2114,19,7,103,724,464,branch,503,312,27.784,27.755,27.568,25.121,26.747,21.162,21.335,22.098,21.119,21.162,,N ,,,,18
4,5/9/16,420X180,171210,HEVGUI,Hevea,guianensis,9,1,trifoliate,alternate,spiral,rhitmic,without,2243,10,1632,-10,1483,60,345,362,361,341,119,68,1,1,815,311,1035,1647,111,37,97,296,98,petiole,80,26,7.7044,7.8483,7.9779,7.1574,7.143,6.3946,6.7976,7.1143,6.6681,5.3582,,NA,altura real da 1 bif eh 3.45; disposicao das folhas segue um padrao muito interessante e parece minimizar sobreposicao (monolayer),,,13
4,5/9/16,440X120,180339,OURDIS,Ouratea,discophora,9,1.5,simple,alternate,distic,cont,horizontal,1641,10,1305,-10,1117,18,149,153,92,13,138,72,5,5,747,358,1035,2115,21,10,97,423,174,branch,205,121,14.428,17.666,16.227,15.464,14.212,7.3891,5.6619,7.7633,9.2171,6.1513,,N ,,,,10
4,5/9/16,440X120,180400,HENCAU,Henriettella,caudata,9,1,simple,opposite,cruzada,cont,horizontal,2311,10,1546,-10,2268,-54,211,233,119,-16,215,212,5,5,495,136,1035,1823,44,9,118,410,177,branch,212,102,12.83,11.419,12.6,12.844,11.275,7.6194,8.7133,6.6982,8.5262,7.9936,,N ,folhas muito herbivoradas (forcou-me usar folhas novas),,,14
4,5/9/16,440X120,180373,HEVGUI,Hevea,guianensis,9,1.5,trifoliate,alternate,spiral,rhitmic,without,2095,10,1641,-10,1467,60,325,327,318,314,118,115,1,1,688,248,1035,1652,118,39,89,288,91,petiole,77,23,23.424,25.597,21.293,17.983,17.335,9.7784,11.966,14.629,18.832,9.2315,,N ,altura real da 1 bif eh 3.21,,,11
4,5/9/16,440X120,180413,DUCCES,Duckeodendron,cestroides,9,1,simple,alternate,distic,cont,down-arched,2502,10,1500,-10,1273,35,181,192,122,-11,110,130,10,10,752,213,1035,1906,45,8,112,423,192,branch,204,100,13.132,12.873,12.556,13.708,13.118,11.347,9.5913,10.124,9.3035,11.031,,N ,tiers com 3 ramos,,,12
4,5/9/16,440X120,180453,RINGUI,Rinorea,guianensis,9,2,simple,alternate,distic,cont,horizontal,2724,10,1604,-10,1313,60,222,257,127,8,175,127,5,5,533,168,1035,1910,19,5,106,439,162,branch,194,98,14.141,14.098,14.371,14.141,14.76,6.6561,7.1311,6.7713,7.5341,8.0955,,N ,altura real da 1 bif eh 0.00; luz:b-file,,,11
4,5/9/16,440X120,180511,LECPRA,Lecythis,prancei,9,1,simple,alternate,distic,cont,vertical,2360,10,1919,-10,1450,118,193,202,169,106,113,141,5,5,1354,554,1035,1721,59,20,95,633,314,branch,355,163,16.399,16.788,16.457,16.299,16.371,9.433,10.973,10.872,3.9634,6.2664,,N ,luz:b-file,,yes,17
4,5/9/16,400X120,160399,MANHUB,Manilkara,,10,1,simple,alternate,spiral,cont,vertical,2277,10,1487,-10,1916,-37,151,193,160,-17,138,163,3,3,1719,767,1035,2006,196,89,109,724,482,branch,552,273,17.767,17.738,13.175,12.988,11.218,11.175,8.9724,9.1595,9.2603,11.621,,N ,identificada como M. bidentata; luz:b-file,,yes,12
4,5/9/16,400X120,160375,POURES,Pouteria,resinosa,10,1.5,simple,alternate,spiral,cont,vertical,2612,10,1786,-10,1270,60,183,199,102,52,123,74,5,5,539,253,1035,1856,27,11,112,521,264,branch,317,178,6.9141,10.023,8.8429,7.1732,4.9134,12.153,10.93,6.324,4.8846,6.6694,,N ,altura real da 1 bif eh 0.15,,,19
4,5/9/16,400X140,160712,MANHUB,Manilkara,,10,1.5,simple,alternate,spiral,cont,up-arched,3224,10,2616,-10,2550,117,403,424,275,136,232,88,5,5,2975,1342,1035,2033,296,113,97,800,466,branch,540,268,20.284,20.601,20.155,20.745,21.407,10.741,10.727,11.605,16.297,17.722,,N ,identificada como M. bidentata; latex branco abundante,,,25
4,5/9/16,420X140,170673,CHRLUC,Chrysophyllum,lucentifolium,10,1,simple,alternate,spiral,cont,vertical,2303,10,1570,-10,1427,60,179,190,177,166,180,143,5,5,1445,677,1035,1835,186,61,103,559,310,branch,347,176,12.238,12.411,13.85,14.714,15.722,12.066,12.526,11.749,9.9642,10.756,,N ,altura real da 1 bif eh 1.46,,,16
4,5/9/16,420X140,170707,MINGUI,Minquartia,guianensis,10,1,simple,alternate,distic,cont,horizontal,2273,10,1993,-10,1820,60,375,376,295,164,168,134,5,5,517,242,1035,2047,29,10,97,555,275,branch,341,202,7.5892,7.8483,8.8847,9.3165,8.6832,6.8264,6.9415,7.0279,7.5461,7.2006,,N ,altura real da 1 bif eh 1.71,,,21
4,5/9/16,420X120,170496,PRODEC,Protium,decandrum,10,1,odd-pinnate,alternate,spiral,cont,vertical,1877,10,1314,-10,1073,59,90,121,97,69,94,64,0.5,1,537,254,1035,2009,271,104,96,1334,120,petiole,123,41,6.4247,7.1012,6.8278,7.274,7.4035,5.0574,4.8415,4.5248,3.5604,5.0286,,N ,,,,13
4,5/9/16,400X140,160686,ERIBIC,Erisma,bicolor,10,1.5,simple,opposite,both,cont,vertical,1953,10,1641,-10,1617,87,224,238,181,119,78,108,2,2,1708,780,1035,2002,118,38,107,649,406,branch,458,193,8.3116,8.254,8.4411,8.5851,8.5994,5.1018,6.9154,7.3472,7.5199,6.1525,,N ,folhas com galhas na nervura central da face adaxial,,,15
4,5/9/16,440X120,180520,LECPRA,Lecythis,prancei,11,1,simple,alternate,distic,cont,vertical,1942,10,1460,-10,1332,60,193,201,172,148,128,119,5,5,2106,930,1035,1724,86,31,120,684,492,branch,556,272,18.069,18.256,18.458,17.349,15.147,12.686,11.031,17.58,9.98,11.491,,N ,altura real da 1 bif eh 1.57,,YES,11
4,5/9/16,460X100,190255,POUTOM,Pourouma,tomentosa,11,1,palmatisecta,alternate,spiral,cont,without,3249,10,3035,-10,2833,60,301,351,255,216,157,181,1,1,2380,1012,1035,1637,712,227,87,620,346,petiole,279,82,7.1599,7.1743,7.6061,7.6061,7.1887,3.3312,2.7698,3.1009,2.7842,2.7986,,N ,altura real da 1 bif eh 2.26,,,10
4,5/9/16,440X100,180207,ESCROM,Eschweilera,romeu-cardosoi,11,1,simple,alternate,distic,cont,horizontal,3025,10,2483,-10,2433,60,262,287,229,162,212,181,5,5,775,383,1035,2042,24,11,108,507,250,branch,298,168,14.687,14.917,16.112,14.312,14.643,9.9224,10.297,9.03,9.3179,8.6126,,SF ,altura real da 1 bif eh 1.72; quebrou e rebrotou a 2.0m (24.33->17.34); luz: 1 sf removed,,,25
4,5/9/16,440X100,180058,SCLMIC,Scleronema,micranthum,11,1,simple,alternate,spiral,cont,vertical,2808,10,2069,-10,1960,60,272,324,288,251,134,89,5,5,580,218,1035,2059,83,25,97,582,337,branch,365,161,11.909,11.333,11.52,11.923,9.5481,8.8285,9.1307,10.311,10.181,9.1451,,N ,altura real da 1 bif eh 2.33,,,20
4,5/9/16,440X100,180118,ESCTRU,Eschweilera,truncata,11,1,simple,alternate,distic,cont,vertical,3312,10,2620,-10,2444,60,463,478,396,254,148,154,5,5,1557,798,1035,2038,97,40,87,689,338,branch,396,198,4.5978,5.5766,5.7781,5.8501,5.7349,3.8062,3.8062,3.0433,2.7266,3.2016,,N ,altura real da 1 bif eh 2.10; apice termina curvo; luz:b-file; luz: first 2 meas. Dropped,,,27
